Geo Type,Geo ID,Population,Cancer,Historic Redlining Score,Hazardous Waste Proximity,Routine Checkup,Mammogram,Socioeconomic Status,Housing & Transportation,Racial & Ethnic Minority Status,Household Characteristics
tract,26161402200,5261,1.2%,,81,63.8%,67.1%,52,97,65,0
tract,26065980000,877,1.1%,,78,68.8%,70.7%,,,42,
tract,26161411100,2831,1.0%,,72,64.1%,73.5%,67,92,54,0
tract,26139024500,10837,0.9%,,15,74.6%,60.4%,72,28,30,2
tract,26161400200,6143,0.9%,,88,65.7%,61.5%,60,37,51,0
tract,26065004490,3937,0.8%,,73,69.4%,68.1%,,,42,
tract,26065004491,1225,0.8%,,74,72.0%,58.9%,,,43,
tract,26065004492,3474,0.8%,2.6,75,70.5%,71.5%,,,38,
tract,26125192800,2204,0.8%,,64,69.0%,68.4%,,,56,
tract,26107981300,1863,0.8%,,0,67.7%,,20,8,41,0
tract,26065004493,1720,0.7%,2.0,73,70.0%,65.2%,,,51,
tract,26065004494,3351,0.7%,,76,69.0%,67.4%,,,43,
tract,26069990000,0,,,,,,,,,
tract,26007990000,0,,,,,,,,,
tract,26013990100,0,,,,,,,,,
tract,26017990000,0,,,,,,,,,
tract,26033980100,0,,,,,,,,,
tract,26033980300,157,,,,,,,,76,
tract,26083980100,3,,,,,,,,0,
tract,26097990000,0,,,,,,,,,
tract,26151990000,0,,,,,,,,,
tract,26153990000,0,,,,,,,,,
tract,26163985000,0,,4.0,80,,,,,,
tract,26163985500,0,,,,,,,,,
tract,26163990200,0,,,,,,,,,
tract,26065980200,0,,2.9,74,,,,,,
tract,26065980300,0,,,20,,,,,,
tract,26005990000,0,,,,,,,,,
tract,26099982000,9,,,83,,,,,,
tract,26125981000,0,,,,,,,,,
tract,26163985200,0,,4.0,84,,,,,,
tract,26163985400,20,,,86,,,0,0,63,0
tract,26163985600,0,,,,,,,,,
tract,26163990100,0,,,,,,,,,
tract,26095980000,0,,,,,,,,,
tract,26163985900,0,,4.0,,,,,,,
tract,26099982200,32,,,92,,,,,100,
